Reviews,Labels
Alhamdulillah received on time.,1
"good quality ,packing was nice and fast delivery 
",1
"Fresh and tasty cucumbers at much less price than the market price. 
",1
"Great quality of product reasonable price timely delivered,thanks for providing best quality And service all vegetables were fresh recommended",1
Vegetables are fresh and good and available at cheaper price than market .. highly recommended thanks daraz and seller too..,1
Excellent vegetables. .superb experience once again all vegetables are fresh and available at cheap price . .thank you so much daraz and seller too.. highly recommended. .😊😊,1
Amazing quality products were fresh timely delivered I received discount  insha'Allah will order again highly recommend,1
fresh cucumber 🥒 I always like to place order online for vegetables from Daraz with three reasons. 1. fresh 2. Economical Rates and no bargaining issue 3. I got at my Doorstep!! ,1
fresh vegetables very well packed and quick delivery...happy with the products and services...seller recommended thanks daraz👍,1
Excellent service upto the mark as always very good packing and quality is superb and delivered on time thanks daraz for providing best service and I received discount using daraz wallet ,1
fresh vegetables very well packed and quick delivery...happy with the products and services...seller recommended thanks daraz👍,1
The product is same as described and shown in picture. It is a very good quality product. I highly recommend buying it ,1
fresh vegetables very well packed and quick delivery...happy with the products and services...seller recommended thanks daraz👍,1
Excellent service upto the mark as always very good packing and quality is superb and delivered on time thanks daraz for providing best service and I received discount using hbl card it was and an excellent service and experience ,1
All vegetables and fruits are in good condition 👌.. Everytime whenever I order from dfresh they deliver excellent service..,1
Received as described. Recommended for every one to Buy from Here. Packaging is also good and when i Buy.,1
"i bought from dfresh every week because of freshness of every item and price is very good compare to market.
dfresh is always best and economical ",1
Kheera were fresh and well packed. On time delivery. Thanks Daraz.,1
"Very good quality and fresh vegetables, reasonable price, delivery in one day only,I recommend it.",1
Good product Excellent quality ,1
All vegetables are good clean fresh and reasonable price. delivered within 24 hours. thanks Daraz,1
All vegetables are fresh and in good condition.. prices is really competitive compare to market..,1
poor quality return Clam,0
all fresh vegetables.. cucumbers are also fresh and juicy,1
"Masha Allah all vegetables are fresh and Good condition, and delivered in time, Good Job.",1
Cucumber were Fresh and very much reasonable in price.,1
Veggies were Fresh and very much reasonable in price.,1
"good quality ,packing was nice and fast delivery 
",1
same as shown ,1
Cucumbers were really fresh... good experience ,1
Kheere were fresh and well packed and also at affordable price with free home delivery. I usually buy fresh vegetables and fruits from daraz and they have served very nicely. Thanks Daraz.,1
recommended fresh vegetables packing was good,1
Packing was good Timely delivered and quality was good and all items are fresh,1
"Kheera was fresh, securely packed, and price was less than the market price. ",1
fresh as always. im using this service from a while. never got any complaint,1
"good product
shipping is nice and the quality of product is satisfying.",1
Fresh cucumbers.  Excellent packaging and delivered the very next day. ,1
Fresh Kheera at reasonable price and timely delivered. Thanks Daraz,1
"Excellent well packed, fresh, good sizes and qty. ordered for the very first time. ordered on saturday evening, delivdred on monday evening. Satisfied",1
"Well, After Ramzan this is the first time I'm getting good qualities of veggies. Ordered 2x cucumber received same.",1
Vegetables were fresh and also of Good Quality. Really appreciate this Effort of Daraz to deliver Vegetables on Doorstep.,1
"Fresh and good quality, rates are very reasonable even some items are cheeper than local market.
delivered on next day of ordering
recommended to buy vegetables from this seller",1
some tomatoes and onions are bad quality but overall not bad. delivery time is good. I am satisfied with it.,1
Fresh and best quality cucumbers,1
cucumbers are green and fresh ,1
Fresh and tasty cucumbers at much less price than the market. ,1
Fresh and nice in this heavy raining season they delivered,1
as usual good quality...,1
always fresh from dFresh,1
I order mostly all of my veggies and fruits from dfresh. ,1
"Fresh quality kheera, good experience، packaging was good",1
testy on time delivery ,1
fresh and good veggies ,1
nice fresh and big size,1
fresh from mandi as always. very good service from daraz,1
"very nice product , very fast delivery thanks for daraz",1
"Received Fesh products from Dfresh, very good service",1
All vegetables  are fresh and well packed as usually.,1
very fresh MashaAllah JazakAllah seller n rider both,1
"always fresh products from Dfresh, Very Good service",1
Zabardast and fresh cucumbers.. Totally appreciated ,1
so much satisfied ,1
"quality item, fresh, well packed, timely delivered",1
"was fresh and good quality, liked and recommended",1
Awesome item. fast shipping 👍 timely delivered,1
"very happy & satisfied with dFresh, perfect quality and fresh vegatables. thanks",1
Great service fast delivery over all supereb😍,1
Market rate sy km m bilkul fresh vegetables ,1
good n better price as compare to market,1
"highly recommended 10/10
best experience",1
Excellent and fresh products. And very convenient specially in Ramadan. ,1
Good and fresh vegetables at low price,1
nice quality and timely delivered 👍,1
fresh and sweet grapes. Good quality in reasonable price. keep it up!,1
Cucumbers are fresh and well packed,1
fresh cucumber deliver as per order,1
I Really appreciate your products. ,1
good satisfied with all vegetables,1
very good service all vegetables are fresh 👍 always recommended 😊,1
"Fresh and grade A cucumbers, well packed and delivered . JazakAllah",1
good quality and timely delivery!,1
Good Quality and Good Packaging,1
"fresh , clean and good quality.",1
it's always a wonderful experience buying vegetables from daraz,1
very Good n fresh vegetables,1
All vegi & fruits are fresh.,1
"Taste is so good and fresh
",1
all good fresh clean stuff,1
Good quality and fresh product also fast delivery service. ,1
Fresh and good quality.,1
fresh and good quality,1
All vegetables are fresh Clean and in reasonable price.,1
very gooD vegetables,1
Very great love it ,1
great daraz thank u,1
I ordered vegetables all the vegetables were fresh.,1
"good dilivilry fast timings 
attractive packaging ",1
fresh from mandi,1
fresh vegetable,1
All are fresh.,1
good satisfied,1
Fresh and good,1
All vegetables are fresh and delivered in time.,1
nicely packed,1
very poor quality and small size deliver,0
Cucumber is good and fully green ,1
Cucumber were fresh and green ,1
Fresh and timely deliver....,1
fresh cucumber. keep it up,1
fresh and fast delivery ,1
fresh and healthy ,1
fresh products ,1
So juicy,1
vegetables were fresh and at afoordable prices without shipping charges for order more than PKR 500. Thanks alot.,1
why the veggies are getting expensive since store is renamed to dMart? is daraz looking to earn more money on veggies too? that much greed isn't good for business. ,0
Very happy to get these on my door step.... Very easy and smooth process to shop from daraz.... JazakAllah ,1
excellent quality delivery service very polite and trained packaging good pls keep the standard. price compared to compiteter must be maintained ,1
"These are neat and clean. happy to shop, cucumber received all fresh, well packed, quick delivery, anyway value for what you paid 👍",1
"True words: Not satisfied  by Dfresh delivered vegetables.please improve quality and packing.
Naveed khan",0
Vegetable was very fresh and affordable price loved the experience I will always order from D-fresh ,1
half of the items were missing from my order.. I contacted the seller and he delivered me the rest.. I m amazed on keeping his commitment.. keep up the good work.. this is the best service 👍🏼,1
"Fresh Vegetables and All vegetables are good
and deliver in time
Keep shopping from daraz and stay safe",1
"I received order on time in spite of lock down & heavy rain in the city as it is really appreciable, you may place an order to Daraz as they delivered good quality on cheap rates and stay at home safely.
Thanks Daraz",1
"I am satisfied with Daraz services as I ordered yesterday and received on very next day in spit of lock down and received all fresh items in a reasonable price as I received before COVID19 so stay safe at home. 
Thanks
Daraz Team",1
"i had recently ordered vegetables from dmart in very good quantity. and the order was pre paid. i have recieved some of them less. i had ordered  two kgs cucumber and i recieved only one kg. even carrots and bottle guord are hundered gms less. 
very dissapointed by with the act.",0
Received incomplete vegetables aur payment poori leli hai. Ab itne din se complaint kar raha hoon no one responses,0
"product is excellent and as described, fresh vegetables are delivered on tym, nice packging, really worth buying, its so easy and comfortable to buy fruites and veggies from daraz as  i received them on my door step and less then market price and quality is excellent, love to shop from daraz😍😍👏👏👏😘",1
They are now delivering after two days. They have committed for next day delivery for orders before 11pm. Very bad experience now regarding delivery.,0
Received incomplete vegetables aur payment poori leli hai. Ab itne din se complaint kar raha hoon no one responses,0
"Very poor experience 
They delivered someone else’s order with different vegetables/ fruits and less amount yet charged me full amount of my order on credit card .Despite repeated calls, no resolution and they keep saying complaint is in “process”. Very disappointed and will never use again! Cannot trust Dfresh",0
Product is soo fresh and quality is good too.. I mostly order from here.. 100% satisfied from product and delivery service..,1
"all the vegetables I ordered was very fresh, I will order
again from dmart nice packaging and quick delivery
thanks daraz 
",1
good as the price. they were a little small than the premium one that i ordered last time. but none of the piece was bad. ,1
"Don't believe it as grade B, they were definitely of good quality, fresh and juicy. Worth every penny of cost. Highly recommend.",1
"i like all the vegetables,  it always comes more than i ordered in quantity.  Quality is very good. Daraz never disappoint me. ",1
"All vegetables are fresh and clean 
IAM very satisfied 
keep shopping from daraz and stay at home",1
"all things is good and fresh by using of chemical 
and the quantity is also less in all products",1
Couldn't take any picture but it was totally fresh and now i am a big fan of dfresh vegetables.,1
I order from daraz dfreah once in a week because of quality and service hassle free buying ,1
Too much thick and completely riped with full of seeds inside the whole cucumber.,1
"Quality was good, price lower than market, I love it quality and fast delivery",1
"Quality 10/10
Freshness 10/10
Price: very low from the Market. Recommended...",1
thanks daraz for quick delivery and all vegetables were fresh as expected ,1
"received very next day fresh and good quality
thanks saler thanks daraz ",1
Excellent service...fresh vegetables..satisfied shopping with dfresh..,1
"excellent experience
nice packaging
just as described 
fast delivered",1
don't buy from daraz and dfresh pathetic website pathetic products ,0
"product was good 
quality is good 
I m satisfied with the product ",1
didn't get kheera and they took money. email ka reply bhi nhi aya,0
great service fresh vegetable. ,1
"awesome 💯💯😎👍 quality 
excellent 👍👍 seller 
well-done daraz",1
this time all veggies  were not fresh and not of good quantity ,0
"product is same as described 
product is good
will order again ",1
awesome 💯💯😎👍 quality excellent 👍👍 seller well-done daraz,1
As usual EXCELLENT quality 👍👍 awesome price.  MUST RECOMMEND,1
v gresh and quick service but i want cash on delivery service ,1
Best quality vegetables & fruits... price bhi kum Iam happy ,1
im totaly satisfied All vegitables was fresh Thankew DFresh ,1
all good and fresh. timely delivered next day. my 2nd order,1
"thanks for providing fresh vegetables. 
highly recommended",1
Vegetable arrived on time. Quality of product is good.🙂,1
fresh vegetables in nice packing with reasonable price,1
 Cucumber (Kheera) quality was good. But other Items:,1
"very fresh all vegetables .fast delivered
Thank you ",1
Fresh product. Im refer to my friend to purchace it.,1
i love to purchase groceries its fresh and convient,1
Very well packed n' fresh as always... keep it up!!,1
all vegetables are fresh and in reasonable price.,1
"Fresh cucumbers delivered for reasonable price
",1
All fruits nd Vegie are fresh and good quality ,1
everything was fresh and the rider was amazing,1
Fresh products in economy rates at my doorstep,1
"excellent 👌 quality bananas.
highly recommend",1
Zabardast superb all dfresh items are v good ,1
"many items were missing.
highly dissatisfied",0
Good quality and low cost compared to market,1
sry 4 late review all item received  fresh ,1
excellent service Daraz very happy with you,1
very good quality in this reasonable price ,1
Very small in size and they were not fresh.,0
Nice purchase. Recommended. will buy again,1
"Good fresh product, satisfied with quality",1
Good quality. Very fresh. Timely delivery.,1
Always received fresh like just from farm.,1
All item was fresh and good qualityand. ,1
as good as always fresh and good quality,1
"Relatively large, crisp and fresh stock",1
The best kheera I have had in a while! ,1
Good in Quantity and was really fresh.,1
"great products,fresh and good quality.",1
keera in every kheera!!! disappointed ,0
not fresh and clean for previous order,0
fresh products. shipping is very fastt,1
100% satisfied with quality and price,1
Fresh vegetables. Delievered on time,1
A-Grade quality and fresh vegetables,1
Fresh and fast delivery by daraz. ,1
Good quality product. Recommended.,1
Fresh cucumbers. Satisfied totally,1
"fruits & vegetables were amazing 
",1
fresh vegetable and good delivery,1
good vegetables I m very delight ,1
"great
i always bought from dfresh",1
very bad kharab kheeray thy saray,0
small in size and taste different,0
as usual good and fresh product.,1
 D fresh is real fresh All items,1
"Delivered fresh and clean, nice.",1
big in size but all good n fresh,1
Fresh item delivered well packed,1
everything is perfact and fresh,1
Fresh vegetables and economical,1
Goods were ok and as per order.,1
good Quality and Good Packing ,1
everything is fresh we like it,1
vegetables were fresh n good.,1
fresh and more in quantity ❤,1
Fresh and delivered on time.,1
all items best thanks daraZ,1
Freshly delivered as always,1
Very fresh and good quality,1
fresh and nicely packed 👌,1
Great quality. Very fresh.,1
fresh and good stuff I got,1
good quailty thanks daraz,1
Fresh and clean cucumbers,1
Fresh and premium quality,1
very nice neat and clean ,1
fresh and properly packed,1
"for me Its A Grade,
Fresh",1
fresh and fine satisfied,1
Decent quality and fresh,1
Good and fresh zabardast,1
good quality satisfied ,1
"Fresh, recommend to all",1
Bad quality. not fresh,0
fresh and good vegies ,1
Love it . . . Thanks!!,1
good quality and fresh,1
Amazing cucumber ever,1
Good quality product ,1
fresh and well packed,1
fresh n good quality ,1
Well packed and fresh,1
Quality was not good,0
fresh vegetables. 👍,1
Very good this time ,1
Excited very Good 😁,1
"liked it, very fresh",1
Receive well in time,1
Good and fresh.....,1
Fresh and Hygienic ,1
"D fresh is awesome
",1
Delightfully fresh,1
good and fresh all,1
all good and fresh,1
fresh vegetables ,1
very poor quality,1
Awesome as Always,1
very good product,1
VERY NICE THANKS,1
Fresh vegetables,1
Fresh and green ,1
Fresh vegetables,1
fresh as always ,1
good and fresh ,1
fresh and tasty,1
Fully satisfied,1
Love it Dfresh ,1
good and fresh,1
fresh and firm,1
"Fresh, Like it",1
cheap and good,1
good and fresh,1
Not satisfied,0
Great quality,1
really Superb✔,1
one kg bnd gobi ....thank u daraz d fresh mn 7 sal se daraz customer Hun .but d fresh se Mera ye first experience tha that was ammmaaazzzing or bhi order krunga inshAllah viewers ap bhi buy kren I hop u ll must  like it,1
"Getting good quality of vegetables & fruits in  good offers, very fresh neat and clean, thanks daraz dfresh for making our shopping easy. great shopping experience as always with Daraz.",1
gud n fresh vegetables in reasonable price amazing ,1
fresh n gud I like thank u daraz n seler,1
"Nicely packed👍
fresh delivered 💞",1
very good service worth it will order again soon insha'Allah it was sent in proper packing fresh items,1
Always order from dfresh excellent quality of vegetables I ordered and I received discount using hbl card it was an excellent experience to buy from dfresh will order again soon inshallah thanks daraz for providing best service best rates and free delivery keep up the good work. Seller is very good and cooperative they reply on time,1
good quality... weight bhi pora aur fresh bhi... sab awesome delivery bhi 1 day aur price bhi achi ... excellent,1
Amazing experience all vegetables are fabulous highly recommend thanks daraz for providing us such fresh vegetables. .😊,1
Really really good.. delivered what shows on pics .  Thank you daraz and seller too for providing such good products in cheap price. .,1
The quality of cabbage is so good and fresh.. and well packed.. Thank you daraz for sending me good vegetables.. I recommended this..,1
"Here is my experience from Dfresh:- 
* Tomatoes: Fresh, received in mix sizes, both big & small, red fresh tomatoes! 9/10

* Chillies: Absolutely love it, not only fresh & clean but really reasonable prices 1/3rd price from local market rates! 10/10

* Coriander,Mint: Fresh n green, nicely wrapped in paper. 9/10

* Potato: Clean, Nondusty, received in mix sizes 10/10

* Palak/Spanish most part of it was fresh but some of them was dry, shrink leaves 8/10

* Brinjal: Very fresh, all of them was really fresh 10/10

* Capsicum: Veryyy green!! Quantity given was very good. 10/10

* Carrots, Spring Onion, Bund Gobi: Fresh, nicely wrapped 10/10",1
awesome fresh product timely delivered and amazing price....thanks daraz please k the prices low so that we can order it again and again,1
Good nice fresh vegetables at door step. very nice service. I like quality of vegetables delivered. ,1
"Good quallity cabbage, good size too in this highly affordable price. D Fresh is doing wonders. Best wishes!! ",1
Excellent quality of vegetables I ordered and I received discount using visa card it was an excellent experience to buy from dfresh will order again soon inshallah thanks daraz for providing best service best rates and free delivery keep up the good work. Seller is very good and cooperative they reply on time,1
Excellent quality of vegetables I ordered and I received discount using hbl card it was an excellent experience to buy from dfresh will order again soon inshallah thanks daraz for providing best service best rates and free delivery keep up the good work. Seller is very good and cooperative they reply on time ,1
"Almost every thing was very fresh, excellent quality vegetables, reasonable price, really satisfied with daraz dfresh",1
fresh vegetables and fruits very well packed and delivered on time happy with the products and services... thanks,1
All vegetables are good clean fresh and reasonable price as compared to our nearer market price. thanks Daraz. Good job seller.,1
fresh vegetables and fruits very well packed and delivered on time happy with the products and services... thanks,1
"Package was received, all the vegetables found good, fresh looking and well packed except 2 items that are missing in delivery:

Note: missing items are delivered next day on 11/12/20 and are fine.",1
"Excellent experienced
Avail discount thanks to Daraz
also received genuine product
nicley pack and ⏩ fast delivery",1
All vegetables are clean fresh and reasonable price as compare to our nearer market rates. thanks daraz. Good job seller.,1
fresh vegetables very well packed and quick delivery...happy with the products and services...seller recommended thanks daraz👍,1
The vegetables are very fresh and same as described PREMIUM QUALITY. It is in a very cheap price than market. I highly recommend buying products from dFresh.,1
The product is very fresh and same as described. Very quick delivery during lockdown. It is hygienically packed and is of very good quality. I highly recommend buying products from dfresh.,1
This is the second time I bought cabbage from daraz. I am really happy with the product. It is very very fresh and definitely weighed little more than 1 kg.  Very good for the price paid. Thanks a lot daraz.  Surely recommended. ,1
"Not satisfied with the quality.
It wasn't fresh at all. It was getting rusted.
you can see in the pictures.",0
Received as described. Recommended for every one to Buy from Here. Packaging is also good and when i Buy.,1
The product is same as described.It is very fresh and is of very good quality.quickly delivered in lockdown and price much cheaper than market.I highly recommend buying products from dfresh.,1
" product was very nice and was large in size as well.
It was delivered very quickly and on time.Better quality than market vegetables and you can get it at your home with free shipping as well.Highly recommended to buy vegetables from here.",1
Received as described. Recommended for every one to Buy from Here. Packaging is also good and when i Buy. this after cutting photo,1
"The quality and freshness is excellent. 
delivery was after 2 days.
They were well packed with no damage. 
Price are very reasonable and on some products even less than the local nearby market. Totally Satisfied. ",1
"Very good quality and fresh vegetables, reasonable price, delivery in one day only,I recommend it.",1
very nice and fresh vegetables available at reasonable prices with free delivery above 500 rupees,1
As always cabbage is fresh and of good quality. Recommended. ,1
"Premium quality cabbage, fresh & well packed timely delivered fully satisfied with the seller.",1
thanks DFresh Good Quality,1
Alhumdulillah Satisfied !!,1
Fresh vegetables recommended seller and delivered on time,1
"very good same as show in advertisement, fresh and nice, good taste, i recommend it.",1
Fresh 👍👍👍 Good Quality 👍👍👍 Same as Described 👍👍👍 I Recommend to Buy 👍👍👍.,1
good and fresh vegetables at doorstep and rate is less as compared to nearby shops,1
Fresh products and timely delivery.. highly recommended for grocery shopping! 👍,1
This time all vegeitable is good and fresh and timely delivered will be 5 star,1
fresh cabbage thi good quality thanks DFresh,1
good quality product . and thanks for gift ,1
fresh and nice delivered at door step. very good service at reasonable price,1
fresh as always. im using this service from a while. never got any complaint,1
"very good product 👍👍 , good service 👍👍",1
great and cheap price than local market .,1
their packaging is always very good and professional. completely satisfied,1
"fresh Quality low price
happy customer",1
Happy to receive. It was Packed well & delivered even in the lockdown. ,1
Bund Gobhi were fresh and of good quality as always. Nice packaging. ,1
fresh cheap and delivered on time ,1
"NICE , FRESH AND VERY QUALITY FRUITS AND VEGETABLES AND VERY FAST DELIVERY - SELLER PERSONALLY RECOMMENDED ",1
Its fresh and affordable. i checked the weight too. its perfect. some are little less and some more grams. its not daraz fault becoze the items are not in pieces . thanks daraz. ,1
some tomatoes and onions are bad quality but overall not bad. delivery time is good. I am satisfied with it.,1
fresh and fast service low price,1
good and fresh vegetables i love to shopping using Daraz Dfresh. ,1
Good nice and well pack vegetables freshly delivered at door step,1
"very nice product 👍 , reasonable price 💵 , highly recommend 🌟",1
"really glad with the service tried it for the first time.
beyond our expectations. 
keep it up...",1
good nice and fresh at reasonable price recommend others to buy,1
reasonable price... fresh vegetable ,1
its good & fresh vegetables with free delivery. thanx to daraz,1
Recommended for everyone to buy from here. Everything is good,1
best online shop for fresh vegetables and fruit at low price,1
Fresh cabbage. Satisfied,1
"best service
best quality at
low price
reccomended to all",1
All vegetables are fresh Clean and in reasonable price.,1
Daraz Happy Customer,1
always behtreen & fresh thanx daraz & special  thanx for surprise gift coca cola can ,1
fresh as always 😍,1
band gobi is fresh,1
fresh vegetables ,1
everything is fresh well packed and rec on time...,1
vegetables were fresh and delivered on time thanks,1
Fresh cauliflowers. Daraz has made our lives easy.,1
"quality item, fresh, well packed, timely delivered",1
"was fresh and good quality, liked and recommended",1
Fresh cabbage and the weight is also very good.  I am happy with the stuff.  Highly recommended   ,1
"vegetables are very fresh 
quality was also good 
love it surely order next time 
thankyou so much daraz ❤️😊",1
satisfied with freshness...thankss daraz❤❤😍😍,1
Fresh vegetables and delivery always on time,1
fresh stock with one day- timely delivery 🚚,1
everything is fresh on time delivery 👍😊..,1
"good quality and fresh ,recommended to all",1
nice and fresh vegetables and fruits..,1
Happy Daraz Costumer Fast Delivery,1
good satisfied with all vegetables,1
Very fresh n gud quality vegetables from daraz.Highly recommended.,1
Freshly delivered. Satisfied! 👍,1
cabbage better and quality fine.,1
Fresh cabbage in perfect packing,1
All vegetables and fruits were fresh as usual. Love your service.,1
"Fresh from dFresh, Good service",1
quick service fresh vegetables.,1
good Quality but delay delivery,1
Cabbage is good and well packed,1
good and fresh vegetables 👍😌,1
Nice packing fresh vegetables ,1
750grams does not equal 1 kg. Please stop sending less weight! ,0
it's always a wonderful experience buying vegetables from daraz,1
all are fresh recommend it...,1
very  gooD n Fresh vegetables,1
Totally outstanding freshness,1
cabbage was good in quality ,1
All vegi & fruits are fresh.,1
fresh vegetables always..,1
fresh vegetables 😊 zbrdast,1
Fresh and nicely packed 👍,1
better product this time,1
always fresh from dFresh,1
good quality vegetables,1
AllGood ...satisfied!!,1
fresh arrived on time,1
good quality Cabbage!,1
The order was perfectly fresh......as shown in picture,1
very gooD vegetables,1
very very poor.. very bad quality.. never recommended,0
check the freshness,1
fresh and excellent quality veggies highly recommend,1
Excellent service upto the mark and product as well ,1
Very fresh item,1
Good Packaging ,1
good satisfied,1
All vegetables are fresh and delivered in time.,1
Fresh cabbage,1
good thanks.,1
good quality nd delivery time 100% satisfied,1
"fresh and good quality 
delivered on time ",1
Price is little higher but quality is fine,1
Cabbage was fresh and Good Quality delivered at doorstep on time with free delivery. Thanks daraz for making vegetable and fruits available at doorstep fresh and healthy.,1
All vegetables are fresh.best quality.,1
   Cabbage was just filled with sand,0
fresh product .. extremely happy :),1
was fresh and well packed and at reasonable price with free delivery at doorstep. Thanks daraz for making vegetables and fruits available at door step very fast that is on next day of order,1
fresh veggies good experience ,1
fresh fresh fresh Cabbage 😊,1
Vegetables were satisfactory,1
All Fresh Veges. Thanks 😊👍,1
good quality and low price ,1
good n fresh Alhamdulillah,1
"The cabbage was cheap and fresh. However, I would recommend you to buy the premium one. Because you just have to pay a few more rupees and it is worth it. ",1
this time it disappointed,0
"Late but Fresh, Satisfied",1
fresh and fast delivery ,1
very fresh. good quality,1
all items net n fresh,1
not fresh and damage,0
very good quality 👍,1
Very good this time ,1
Fresh as always..,1
very good quality,1
Received fresh ,1
Fresh cabbage,1
"Got fresh and good vegetable and well packed, Price was very reasonable and is value for money, fully satisfied, Daraz dfresh",1
"Daraz is❤ Got them during Daraz 12.12 Sale I got complementary Coke, really sweet gesture💕 Received in 48hrs ordered so many vegetables from them & everything is upto mark, from quality to quantity, prices are definitely beating market value & we're getting preumium quality! matlab aur Kya chahea?! Fresh, Quick, Premium quality! Recommended",1
very fresh cabbage as always gud experience made vry tasty dish. ,1
"The quality of the item was not very good. Moreover,   weight of the item was less. I ordered 1 kg but they sent me 742 gm which is not fair. I complained to Daraz but they refused to take any action.",0
I have been a regular dfresh customer and I'm satisfied everytime with the purchase. good quality fresh cabbage delivered to my house the next day of ordering. the taste of this cabbage is great. nice competitive pricing lower than market. will definitely order more in future. recommended.,1
"Best platform to buy fresh vegetables from daraz dfresh, deliver on time with proper packing, really satisfied with quality,",1
"Fresh vegetables received, excellent quality more than you expect for the price range, It's pretty rare to find quality at affordable price tag, thanks dfresh daraz.pk",1
"Daraz never disappoints me Alhumdulillah my orders from past 3 years are completely satisfactory, for me daraz is the best app to shop hassle free! Their customer service is literally topnotch! 5 stars from my side",1
Products were good and fresh. ,1
Cabbage is fresh and well packed on time delivery..iam pleased with the dfresh products and prices are reasonable..thanks daraz,1
fresh good size.. very good as compare to local market with free delivery good price. get free coke cane also thank you daraz,1
very fresh ☺️ vegetables and fastest delivery within 1 day 😊 💯 fresh ⭐⭐⭐⭐⭐daraz is the best 👍 and thanks for the free cokes❤️👍👌,1
I am your regular buyer of vegetables and this is what you give very disappointed by the quality ,0
very good cabbage thanks daraz,1
"100% Authentic 
Fresh
Big 
Economical
Fast shipment
Safely Arrived...

Yayyy! Again wonderful experienced to bought (variety of fruits and vegetables ) loved the quality and quantity fully loaded... All of them were sparetely packed and fresh. Price is economical as always. So don't wait just order from daraz... enjoy economical and safe shopping. :) seller is so responsive, highly recommended... Thanks to daraz and team hero's for fast shipment :)",1
"Wonderful experienced.... bought variety of fruits and vegetables... Loved the quality as always. All of them were fresh and good in taste. Price is economical with great and separately packed. 100% authentic and same as shown in picture. Seller is so responsive, Highly recommended. Thanks to daraz and team hero's for fast shipment :) good job ",1
vegetables were fresh and at afoordable prices without shipping charges for order more than PKR 500. Thanks alot.,1
"I have ordered the vegetables from dfresh, received order after one day at home, the price of vegetables are also less from market and all vegtables are fresh, thanks daraz dfresh",1
"I was Amazed to see the Quality of Vegetables and Fruits.Parcel received in good condition,Each Stuff well packed. Fresh and Clean. Next day Delivery. Seller Recommended. Looking forward for my next purchase at dFresh with good offers. Great Shopping Experience as always with Daraz.",1
Very nice fresh vegetables & fruits on discount rates  quick service thanks Daraz to provide us such a good platform.,1
"normally received fresh product but sometimes bad item received, return request also cancelled by daraz",0
"Fresh vegetables received , very good packaging and timely delivered, fully satisfied with daraz dFresh, reasonable prices.",1
I haven't got any lettuce in the neither plastic bag nor brown paper bag  and also made my complaint at customer service and  going to e-mail them with attachments. ,0
Excellent service by seller. product as per description. everything upto the mark. no compromise on quality. vegetables along with discounts,1
"This is my first experience from daraz dfresh, really surprised every thing is up to mark, fresh vegetables, good packaging, prices are reasonable and free shipping option is awesome, keep it up dfresh",1
"Got fresh and good vegetable and well packed, Price was very reasonable and is value for money, fully satisfied, Daraz dfresh",1
"It's my 1st experience to buy vegetables from dfresh, really surprised with quality, they were fresh and we'll packed.",1
Good Hygiene Good Quality Vegetable's. Prices are very competitive and i find it very low as compared t the local market. Excellent Service 👍🏻,1
Excellent service up to the mark as always very good packing and quality is superb and delivered on time thanks daraz for providing best service.,1
"Quality and quantity both were outstanding, i really appreciate the whole process of ordering and frequent notification order status via Gmail so that we can remember and track the order. above all I also received the parcel on specified time with invoice too. Thanks for such helpful and handy platform. Overall it was good experience and hope now onwards will order fresh Vegetables via daraz.
Thanks",1
We order the vegetables every week and have never been disappointed. Great service. Would highly recommend. ,1
Vegetable was very fresh and affordable price loved the experience I will always order from D-fresh ,1
good experience fresh vegetables and delivery at time. l always buy vegetables and fruit through dfresh ,1
"I always received fresh vegetables and fruits on normal rate with good quality that's why I recommend to all my friends and relatives for buy from Daraz and they all are happy now.
Thanks Daraz Team
Asif Memon",1
"Received product according to the order, quality was very good. I am happy and satisfied to receive 1st order. I have already ordered the 2nd one which is 3 times than the 1sr order. Thank you Daraz, dFresh. ",1
all the vegetables were delivered fresh with proper packing!!! it's so cheap and economical and I'll InshaAllah buy it next time to! good value for money👍👍,1
"product is excellent and as described, fresh vegetables are delivered on tym, nice packging, really worth buying, its so easy and comfortable to buy fruites and veggies from daraz as  i received them on my door step and less then market price and quality is excellent, love to shop from daraz😍😍👏👏👏😘",1
I've been using dfresh for months...always receive vegetables and fruits on time with great packing..and also the vegetables and fruits are premium quality..very satisfied,1
"good. i find all the items very good, economical and fresh. i recommend dFresh. good efforts done to supply fresh vegetables to customers at their doorstep. ",1
They are now delivering after two days. They have committed for next day delivery for orders before 11pm. Very bad experience now regarding delivery.,0
"Very very addictive to buy from here..  there’s no one price Competitor of Daraz. Even in the Quality,really freshly delivered at my Door step. Too Much appreciation from top to Bottom  efforts of team and leaders ... you all are star seller.. well i feel total satisfaction in purchasing from here.. Blindly trusting you in future.. truly wrote everything...  👍👍👍",1
"all the vegetables I ordered was very fresh, I will order
again from dmart nice packaging and quick delivery
thanks daraz 
",1
"great experience in reasonable price with good quality, my family is very happy with your instant service",1
"Receive all the things (a little late), but in amazing quality and at better than market rates. Thumbs up, and keep up the good work!",1
All vegetables are good fresh and at reasonable price with compare to our nearer market vegetables.,1
"Best product in very reasonable price.
Seller is highly recommended, best wishes with five stars!",1
"#HighlyRecommended
Very fresh vegetables in reasonable price,desirable quality, quick delivery.",1
"Big!
Fresh!
Authentic!
Premium!
Fast shipment!
Economical Price!",1
The product quality and packing was good. The product was fresh too. Excellent experience.,1
fresh vegitables and order is little bit late but still good service thanks dfresh daraz,1
